ID,Name,Type1,Type2,HP,Atk,Def,Sp Atk,Sp Def,Spe,Color,Height,Weight,Pokedex
559,Scraggy,DARK,FIGHTING,50,75,70,48,35,70,Yellow,0.6,11.8,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too."
560,Scrafty,DARK,FIGHTING,65,90,115,58,45,115,Red,1.1,30.0,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
561,Sigilyph,PSYCHIC,FLYING,72,58,80,97,103,80,Black,1.4,14.0,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders."
562,Yamask,GHOST,None,38,30,85,30,55,65,Black,0.5,1.5,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,Cofagrigus,GHOST,None,58,50,145,30,95,105,Yellow,1.7,76.5,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.
564,Tirtouga,WATER,ROCK,54,78,103,22,53,45,Blue,0.7,16.5,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,Carracosta,WATER,ROCK,74,108,133,32,83,65,Blue,1.2,81.0,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
566,Archen,ROCK,FLYING,55,112,45,70,74,45,Yellow,0.5,9.5,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
567,Archeops,ROCK,FLYING,75,140,65,110,112,65,Yellow,1.4,32.0,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.
568,Trubbish,POISON,None,50,50,62,65,40,62,Green,0.6,31.0,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,Garbodor,POISON,None,80,95,82,75,60,82,Green,1.9,107.3,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.
570,Zorua,DARK,None,40,65,40,65,80,40,Gray,0.7,12.5,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon."
571,Zoroark,DARK,None,60,105,60,105,120,60,Gray,1.6,81.1,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,Minccino,NORMAL,None,55,50,40,75,40,40,Gray,0.4,5.8,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms."
573,Cinccino,NORMAL,None,75,95,60,115,65,60,Gray,0.5,7.5,"Cinccino's body is coated in a special oil that helps it deflect attacks, such as punches."
574,Gothita,PSYCHIC,None,45,30,50,45,55,65,Purple,0.4,5.8,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
575,Gothorita,PSYCHIC,None,60,45,70,55,75,85,Purple,0.7,18.0,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights."
576,Gothitelle,PSYCHIC,None,70,55,95,65,95,110,Purple,1.5,44.0,They can predict the future from the placement and movement of the stars. They can see Trainers' life spans.
577,Solosis,PSYCHIC,None,45,30,40,20,105,50,Green,0.3,1.0,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,Duosion,PSYCHIC,None,65,40,50,30,125,60,Green,0.6,8.0,"When their two divided brains think the same thoughts, their psychic power is maximized."
579,Reuniclus,PSYCHIC,None,110,65,75,30,125,85,Green,1.0,20.1,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,Ducklett,WATER,FLYING,62,44,50,55,44,50,Blue,0.5,5.5,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater."
581,Swanna,WATER,FLYING,75,87,63,98,87,63,White,1.3,24.2,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,Vanillite,ICE,None,36,50,50,44,65,60,White,0.4,5.7,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.
583,Vanillish,ICE,None,51,65,65,59,80,75,White,1.1,41.0,"Snowy mountains are this Pokémon's habitat. During an ancient ice age, they moved to southern areas."
584,Vanilluxe,ICE,None,71,95,85,79,110,95,White,1.3,57.5,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards."
585,Deerling,NORMAL,GRASS,60,60,50,75,40,50,Pink,0.6,19.5,The turning of the seasons changes the color and scent of this Pokémon's fur. People use it to mark the seasons.
586,Sawsbuck,NORMAL,GRASS,80,100,70,95,60,70,Brown,1.9,92.5,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring."
587,Emolga,ELECTRIC,FLYING,55,75,60,103,75,60,White,0.4,5.0,The energy made in its cheeks' electric pouches is stored inside its membrane and released while it is gliding.
588,Karrablast,BUG,None,50,75,45,60,40,45,Blue,0.5,5.9,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
589,Escavalier,BUG,STEEL,70,135,105,20,60,105,Gray,1.0,33.0,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.
590,Foongus,GRASS,POISON,69,55,45,15,55,55,White,0.2,1.0,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores."
591,Amoonguss,GRASS,POISON,114,85,70,30,85,80,White,0.6,10.5,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,Frillish,WATER,GHOST,55,40,50,40,65,85,White,1.2,33.0,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return."
593,Jellicent,WATER,GHOST,100,60,70,60,85,105,White,2.2,135.0,"The fate of the ships and crew that wander into Jellicent's habitat: all sunken, all lost, all vanished."
594,Alomomola,WATER,None,165,75,80,65,40,45,Pink,1.2,31.6,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
595,Joltik,BUG,ELECTRIC,50,47,50,65,57,50,Yellow,0.1,0.6,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
596,Galvantula,BUG,ELECTRIC,70,77,60,108,97,60,Yellow,0.8,14.3,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,Ferroseed,GRASS,STEEL,44,50,91,10,24,86,Gray,0.6,18.8,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.
598,Ferrothorn,GRASS,STEEL,74,94,131,20,54,116,Gray,1.0,110.0,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them."
599,Klink,STEEL,None,40,55,70,30,45,60,Gray,0.3,21.0,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,Klang,STEEL,None,60,80,95,50,70,85,Gray,0.6,51.0,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn't return, it will die."
601,Klinklang,STEEL,None,60,100,115,90,70,85,Gray,0.6,81.0,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,Tynamo,ELECTRIC,None,35,55,40,60,45,40,White,0.2,0.3,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
603,Eelektrik,ELECTRIC,None,65,85,70,40,75,70,Blue,1.2,22.0,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
604,Eelektross,ELECTRIC,None,85,115,80,50,105,80,Blue,2.1,80.5,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,Elgyem,PSYCHIC,None,55,55,55,30,85,55,Blue,0.5,9.0,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.
606,Beheeyem,PSYCHIC,None,75,75,75,40,125,95,Brown,1.0,34.5,It uses psychic power to control an opponent's brain and tamper with its memories.
607,Litwick,GHOST,FIRE,50,30,55,20,65,55,White,0.3,3.1,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,Lampent,GHOST,FIRE,60,40,60,55,95,60,White,0.6,13.0,It arrives near the moment of death and steals spirit from the body.
609,Chandelure,GHOST,FIRE,60,55,90,80,145,90,Black,1.0,34.3,The spirits burned up in its ominous flame lose their way and wander this world forever.
610,Axew,DRAGON,None,46,87,60,57,30,40,Green,0.6,18.0,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
611,Fraxure,DRAGON,None,66,117,70,67,40,50,Green,1.0,36.0,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle."
612,Haxorus,DRAGON,None,76,147,90,97,60,70,Yellow,1.8,105.5,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.
613,Cubchoo,ICE,None,55,70,40,40,60,40,White,0.5,8.5,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases."
614,Beartic,ICE,None,95,130,80,50,70,80,White,2.6,260.0,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.
615,Cryogonal,ICE,None,80,50,50,105,95,135,Blue,1.1,148.0,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit."
616,Shelmet,BUG,None,50,40,85,25,40,65,Red,0.4,7.7,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
617,Accelgor,BUG,None,80,70,40,145,100,60,Red,0.8,25.3,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,Stunfisk,GROUND,ELECTRIC,109,66,84,32,81,99,Brown,0.7,11.0,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
619,Mienfoo,FIGHTING,None,45,85,50,65,55,50,Yellow,0.9,20.0,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,Mienshao,FIGHTING,None,65,125,60,105,95,60,Purple,1.4,35.5,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
621,Druddigon,DRAGON,None,77,120,90,48,60,90,Red,1.6,139.0,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,Golett,GROUND,GHOST,59,74,50,35,35,50,Green,1.0,92.0,Ancient science fashioned this Pokémon from clay. It's been active for thousands of years.
623,Golurk,GROUND,GHOST,89,124,80,55,55,80,Green,2.8,330.0,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,Pawniard,DARK,STEEL,45,85,70,60,40,40,Red,0.5,10.2,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey."
625,Bisharp,DARK,STEEL,65,125,100,70,60,70,Red,1.6,70.0,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.
626,Bouffalant,NORMAL,None,95,110,95,55,40,95,Brown,1.6,94.6,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,Rufflet,NORMAL,FLYING,70,83,50,60,37,50,White,0.5,10.5,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger."
628,Braviary,NORMAL,FLYING,100,123,75,80,57,75,Red,1.5,41.0,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,Vullaby,DARK,FLYING,70,55,75,60,45,65,Brown,0.5,9.0,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
630,Mandibuzz,DARK,FLYING,110,65,105,80,55,95,Brown,1.2,39.5,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones."
631,Heatmor,FIRE,None,85,97,66,65,105,66,Red,1.4,58.0,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
632,Durant,BUG,STEEL,58,109,112,109,48,48,Gray,0.3,33.0,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,Deino,DARK,DRAGON,52,65,50,38,45,50,Blue,0.8,17.3,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves."
634,Zweilous,DARK,DRAGON,72,85,70,58,65,70,Blue,1.4,50.0,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,Hydreigon,DARK,DRAGON,92,105,90,98,125,90,Blue,1.8,160.0,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
636,Larvesta,BUG,FIRE,55,85,55,60,50,55,White,1.1,28.8,The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.
637,Volcarona,BUG,FIRE,85,60,65,100,135,105,White,1.6,46.0,"When volcanic ash darkened the atmosphere, it is said that Volcarona's fire provided a replacement for the sun."
638,Cobalion,STEEL,FIGHTING,91,90,129,108,90,72,Blue,2.1,250.0,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.
639,Terrakion,ROCK,FIGHTING,91,129,90,108,72,90,Gray,1.9,260.0,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon."
640,Virizion,GRASS,FIGHTING,91,90,72,108,90,129,Green,2.0,200.0,Legends say this Pokémon confounded opponents with its swift movements.
641,Tornadus,FLYING,None,79,115,70,111,125,80,Green,1.5,63.0,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away."
642,Thundurus,ELECTRIC,FLYING,79,115,70,111,125,80,Blue,1.5,61.0,"As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked."
643,Reshiram,DRAGON,FIRE,100,120,100,90,150,120,White,3.2,330.0,"When Reshiram's tail flares, the heat energy moves the atmosphere and changes the world's weather."
644,Zekrom,DRAGON,ELECTRIC,100,150,120,90,120,100,Black,2.9,345.0,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,Landorus,GROUND,FLYING,89,125,90,101,115,80,Brown,1.5,68.0,"From the forces of lightning and wind, it creates energy to give nutrients to the soil and make the land abundant."
646,Kyurem,DRAGON,ICE,125,130,90,95,130,90,Gray,3.0,325.0,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,Keldeo,WATER,FIGHTING,91,72,90,108,129,90,Yellow,1.4,48.5,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow."
648,Meloetta,NORMAL,PSYCHIC,100,77,77,90,128,128,White,0.6,6.5,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,Genesect,BUG,STEEL,71,120,95,99,120,95,Purple,1.5,82.5,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.
650,Chespin,GRASS,None,56,61,65,38,48,45,Green,0.4,9.0,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn't faze it.
651,Quilladin,GRASS,None,61,78,95,57,56,58,Green,0.7,29.0,They strengthen their lower bodies by running into one another. They are very kind and won't start fights.
652,Chesnaught,GRASS,FIGHTING,88,107,122,64,74,75,Green,1.6,90.0,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast."
653,Fennekin,FIRE,None,40,45,40,60,62,60,Red,0.4,9.4,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears."
654,Braixen,FIRE,None,59,59,58,73,90,70,Red,1.0,14.5,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies."
655,Delphox,FIRE,PSYCHIC,75,69,72,104,114,100,Red,1.5,39.0,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."
656,Froakie,WATER,None,41,56,40,71,62,44,Blue,0.3,7.0,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings."
657,Frogadier,WATER,None,54,63,52,97,83,56,Blue,0.6,10.9,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute's time."
658,Greninja,WATER,DARK,72,95,67,122,103,71,Blue,1.5,40.0,"It appears and vanishes with a ninja's grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water."
659,Bunnelby,NORMAL,None,38,36,38,57,32,36,Brown,0.4,5.0,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.
660,Diggersby,NORMAL,GROUND,85,56,77,78,50,77,Brown,1.0,42.4,"As powerful as an excavator, its ears can reduce dense bedrock to rubble. When it's finished digging, it lounges lazily."
661,Fletchling,NORMAL,FLYING,45,50,43,62,40,38,Red,0.3,1.7,"Despite the beauty of its lilting voice, it's merciless to intruders that enter its territory."
662,Fletchinder,FIRE,FLYING,62,73,55,84,56,52,Red,0.7,16.0,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going."
663,Talonflame,FIRE,FLYING,78,81,71,126,74,69,Red,1.2,24.5,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick."
664,Scatterbug,BUG,None,38,35,40,35,27,25,Black,0.3,2.5,"The powder that covers its body regulates its temperature, so it can live in any region or climate."
665,Spewpa,BUG,None,45,22,60,29,27,30,Black,0.3,8.4,"The beaks of bird Pokémon can't begin to scratch its stalwart body. To defend itself, it spews powder."
666,Vivillon,BUG,FLYING,80,52,50,89,90,50,White,1.2,17.0,The patterns on this Pokémon's wings depend on the climate and topography of its habitat. It scatters colorful scales.
667,Litleo,FIRE,NORMAL,62,50,58,72,73,54,Brown,0.6,13.5,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.
668,Pyroar,FIRE,NORMAL,86,68,72,106,109,66,Brown,1.5,81.5,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride's cubs."
669,Flabébé,FAIRY,None,44,38,39,42,61,79,White,0.1,0.1,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind's embrace with an untroubled heart."
670,Floette,FAIRY,None,54,45,47,52,75,98,White,0.2,0.9,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance."
671,Florges,FAIRY,None,78,65,68,75,112,154,White,1.1,10.0,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains."
672,Skiddo,GRASS,None,66,65,48,52,62,57,Brown,0.9,31.0,"If it has sunshine and water, it doesn't need to eat, because it can generate energy from the leaves on its back."
673,Gogoat,GRASS,None,123,100,62,68,97,81,Brown,1.7,91.0,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.
674,Pancham,FIGHTING,None,67,82,62,43,46,48,White,0.6,8.0,"It does its level best to glare and pull a scary face, but it can't help grinning if anyone pats its head."
675,Pangoro,FIGHTING,DARK,95,124,78,58,69,71,White,2.1,136.0,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole."
676,Furfrou,NORMAL,None,75,80,60,102,65,90,White,1.2,28.0,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king."
677,Espurr,PSYCHIC,None,62,48,54,68,63,60,Gray,0.3,3.5,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power."
678,Meowstic,PSYCHIC,None,74,48,76,104,83,81,Blue,0.6,8.5,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.
679,Honedge,STEEL,GHOST,45,80,100,28,35,37,Brown,0.8,2.0,"If anyone dares to grab its hilt, it wraps a blue cloth around that person's arm and drains that person's life energy completely."
680,Doublade,STEEL,GHOST,59,110,150,35,45,49,Brown,0.8,2.0,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay."
681,Aegislash,STEEL,GHOST,60,50,140,60,50,140,Brown,1.7,53.0,"Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king."
682,Spritzee,FAIRY,None,78,52,60,23,63,65,Pink,0.2,0.5,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
683,Aromatisse,FAIRY,None,101,72,72,29,99,89,Pink,0.8,15.5,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it."
684,Swirlix,FAIRY,None,62,48,66,49,59,57,White,0.4,3.5,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy."
685,Slurpuff,FAIRY,None,82,80,86,72,85,75,White,0.8,5.0,"Its sense of smell is 100 million times better than a human's, so even the faintest scent tells it about everything in the area. It's like it can see with its nose!"
686,Inkay,DARK,PSYCHIC,53,54,53,45,37,46,Blue,0.4,3.5,"It flashes the light-emitting spots on its body, which drains its opponent's will to fight. It takes the opportunity to scuttle away and hide."
687,Malamar,DARK,PSYCHIC,86,92,88,73,68,75,Blue,1.5,47.0,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids."
688,Binacle,ROCK,WATER,42,52,67,50,39,56,Brown,0.5,31.0,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline."
689,Barbaracle,ROCK,WATER,72,105,115,54,86,68,Brown,1.3,96.0,"Barbaracle's legs and hands have minds of their own, and they will move independently. But they usually follow the head's orders."
690,Skrelp,POISON,WATER,50,60,60,30,60,60,Brown,0.5,7.3,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.
691,Dragalge,POISON,DRAGON,65,75,90,44,97,123,Brown,1.8,81.5,"Tales are told of ships that wander into seas where Dragalge live, never to return."
692,Clauncher,WATER,None,50,53,62,44,58,63,Blue,0.5,8.3,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock."
693,Clawitzer,WATER,None,71,73,88,59,120,89,Blue,1.3,35.3,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots."
694,Helioptile,ELECTRIC,NORMAL,44,38,33,70,61,43,Yellow,0.5,6.0,The frills on either side of its head have cells that generate electricity when exposed to sunlight.
695,Heliolisk,ELECTRIC,NORMAL,62,55,52,109,109,94,Yellow,1.0,21.0,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds."
696,Tyrunt,ROCK,DRAGON,58,89,77,48,45,45,Brown,0.8,26.0,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
697,Tyrantrum,ROCK,DRAGON,82,121,119,71,69,59,Red,2.5,270.0,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."
698,Amaura,ROCK,ICE,77,59,50,46,67,63,Blue,1.3,25.2,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.
699,Aurorus,ROCK,ICE,123,77,72,58,99,92,Blue,2.7,255.0,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent's attack."
700,Sylveon,FAIRY,None,95,65,65,60,110,130,Pink,1.0,23.5,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.
701,Hawlucha,FIGHTING,FLYING,78,92,75,118,74,63,Green,0.8,21.5,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against."
702,Dedenne,ELECTRIC,FAIRY,67,58,57,101,81,67,Yellow,0.2,2.2,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers."
703,Carbink,ROCK,FAIRY,50,50,150,50,50,150,Gray,0.3,5.7,It has slept underground for hundreds of millions of years since its birth. It's occasionally found during the excavation of caves.
704,Goomy,DRAGON,None,45,50,35,40,55,75,Purple,0.3,2.8,It's covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.
705,Sliggoo,DRAGON,None,68,75,53,60,83,113,Purple,0.8,17.5,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose."
706,Goodra,DRAGON,None,90,100,70,80,110,150,Purple,2.0,150.5,It attacks with retractable horns. It throws a punch that's the equivalent of the force of a hundred pro boxers.
707,Klefki,STEEL,FAIRY,57,80,91,75,80,87,Gray,0.2,3.0,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime."
708,Phantump,GHOST,GRASS,43,70,48,38,50,60,Brown,0.4,7.0,"According to old tales, these Pokémon are stumps possessed by the spirits of children who died while lost in the forest."
709,Trevenant,GHOST,GRASS,85,110,76,56,65,82,Brown,1.5,71.0,"Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body."
710,Pumpkaboo,GHOST,GRASS,49,66,70,51,44,55,Brown,0.4,5.0,It is said to carry wandering spirits to the place where they belong so they can move on.
711,Gourgeist,GHOST,GRASS,65,90,122,84,58,75,Brown,0.9,12.5,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.
712,Bergmite,ICE,None,55,69,85,28,32,35,Blue,1.0,99.5,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains."
713,Avalugg,ICE,None,95,117,184,28,44,46,Blue,2.0,505.0,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.
714,Noibat,FLYING,DRAGON,40,30,35,55,45,40,Purple,0.5,8.0,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves."
715,Noivern,FLYING,DRAGON,85,70,80,123,97,80,Purple,1.5,85.0,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.
716,Xerneas,FAIRY,None,126,131,95,99,131,98,Blue,3.0,215.0,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life."
717,Yveltal,DARK,FLYING,126,131,95,99,131,98,Red,5.8,203.0,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more."
718,Zygarde,DRAGON,GROUND,108,100,121,95,81,95,Green,5.0,305.0,It's hypothesized that it's monitoring those who destroy the ecosystem from deep in the cave where it lives.
719,Diancie,ROCK,FAIRY,50,100,150,50,100,150,Pink,0.7,8.8,It can instantly create many diamonds by compressing the carbon in the air between its hands.
720,Hoopa,PSYCHIC,GHOST,80,110,60,70,150,130,Pink,0.5,9.0,It gathers things it likes and passes them through its loop to teleport them to a secret place.
721,Volcanion,FIRE,WATER,100,70,120,80,130,130,Red,1.7,195.0,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
